PRISM Time Series Data
Locations: 157
"Climate variables: ppt,tmin,tmax"
Spatial resolution: 4km
Period: 2021-01-01 - 2021-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Nov-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmax (degrees F)
Location 7,-116.9212,32.5746,755,2021-01-24,0.40,43.0,53.8
Location 7,-116.9212,32.5746,755,2021-01-25,0.34,43.2,54.3
Location 7,-116.9212,32.5746,755,2021-01-26,0.29,44.1,49.2
Location 7,-116.9212,32.5746,755,2021-01-27,0.02,40.2,53.1
Location 7,-116.9212,32.5746,755,2021-01-28,0.00,39.6,59.9
Location 7,-116.9212,32.5746,755,2021-01-29,0.69,44.9,63.2
Location 7,-116.9212,32.5746,755,2021-01-30,0.42,43.9,56.6
Location 7,-116.9212,32.5746,755,2021-01-31,0.00,42.5,60.3
Location 7,-116.9212,32.5746,755,2021-02-01,0.00,47.2,67.1
Location 7,-116.9212,32.5746,755,2021-02-02,0.00,55.9,67.5
Location 7,-116.9212,32.5746,755,2021-02-03,0.00,50.5,68.9
Location 7,-116.9212,32.5746,755,2021-02-04,0.00,47.0,67.3
Location 7,-116.9212,32.5746,755,2021-02-05,0.00,45.3,61.2
Location 7,-116.9212,32.5746,755,2021-02-06,0.00,44.8,65.7
Location 7,-116.9212,32.5746,755,2021-02-07,0.00,46.0,73.7
Location 7,-116.9212,32.5746,755,2021-02-08,0.00,44.1,68.6
Location 7,-116.9212,32.5746,755,2021-02-09,0.00,43.5,62.6
Location 7,-116.9212,32.5746,755,2021-02-10,0.00,47.8,58.8
Location 7,-116.9212,32.5746,755,2021-02-11,0.00,46.5,59.6
Location 7,-116.9212,32.5746,755,2021-02-12,0.00,45.4,67.8
Location 7,-116.9212,32.5746,755,2021-02-13,0.06,47.2,58.6
Location 7,-116.9212,32.5746,755,2021-02-14,0.00,46.6,58.3
Location 7,-116.9212,32.5746,755,2021-02-15,0.00,45.7,60.9
Location 7,-116.9212,32.5746,755,2021-02-16,0.13,44.6,60.3
Location 7,-116.9212,32.5746,755,2021-02-17,0.02,46.2,59.9
Location 7,-116.9212,32.5746,755,2021-02-18,0.00,44.4,61.2
Location 7,-116.9212,32.5746,755,2021-02-19,0.00,44.9,65.5
Location 7,-116.9212,32.5746,755,2021-02-20,0.00,44.5,69.8
Location 7,-116.9212,32.5746,755,2021-02-21,0.00,44.3,62.3
Location 7,-116.9212,32.5746,755,2021-02-22,0.00,47.6,72.7
Location 7,-116.9212,32.5746,755,2021-02-23,0.00,49.6,79.9
Location 7,-116.9212,32.5746,755,2021-02-24,0.00,49.2,75.5
Location 7,-116.9212,32.5746,755,2021-02-25,0.00,44.9,72.7
Location 7,-116.9212,32.5746,755,2021-02-26,0.00,44.1,72.3
Location 7,-116.9212,32.5746,755,2021-02-27,0.00,44.5,74.1
Location 7,-116.9212,32.5746,755,2021-02-28,0.00,42.4,64.9
Location 7,-116.9212,32.5746,755,2021-03-01,0.00,48.3,70.1
Location 7,-116.9212,32.5746,755,2021-03-02,0.00,48.3,72.6
Location 7,-116.9212,32.5746,755,2021-03-03,0.00,44.2,74.8
Location 7,-116.9212,32.5746,755,2021-03-04,0.84,42.6,57.9
Location 7,-116.9212,32.5746,755,2021-03-05,0.00,43.2,63.2
Location 7,-116.9212,32.5746,755,2021-03-06,0.00,47.3,71.4
Location 7,-116.9212,32.5746,755,2021-03-07,0.00,47.7,64.8
Location 7,-116.9212,32.5746,755,2021-03-08,0.00,47.9,61.0
Location 7,-116.9212,32.5746,755,2021-03-09,0.00,48.3,60.2
Location 7,-116.9212,32.5746,755,2021-03-10,0.22,46.8,58.2
Location 7,-116.9212,32.5746,755,2021-03-11,0.47,45.9,56.0
Location 7,-116.9212,32.5746,755,2021-03-12,0.16,42.7,54.9
Location 7,-116.9212,32.5746,755,2021-03-13,0.05,41.7,54.9
Location 7,-116.9212,32.5746,755,2021-03-14,0.00,45.2,57.7
Location 7,-116.9212,32.5746,755,2021-03-15,0.00,47.9,58.6
Location 7,-116.9212,32.5746,755,2021-03-16,0.29,44.2,53.6
Location 7,-116.9212,32.5746,755,2021-03-17,0.00,41.0,56.2
Location 7,-116.9212,32.5746,755,2021-03-18,0.00,39.9,61.7
Location 7,-116.9212,32.5746,755,2021-03-19,0.00,44.4,63.1
Location 7,-116.9212,32.5746,755,2021-03-20,0.00,45.8,70.3
Location 7,-116.9212,32.5746,755,2021-03-21,0.00,44.4,64.0
Location 7,-116.9212,32.5746,755,2021-03-22,0.00,43.0,60.7
Location 7,-116.9212,32.5746,755,2021-03-23,0.00,43.6,65.8
Location 7,-116.9212,32.5746,755,2021-03-24,0.01,44.9,57.9
Location 7,-116.9212,32.5746,755,2021-03-25,0.00,43.5,64.7
Location 7,-116.9212,32.5746,755,2021-03-26,0.23,46.5,57.7
Location 7,-116.9212,32.5746,755,2021-03-27,0.00,45.7,59.6
Location 7,-116.9212,32.5746,755,2021-03-28,0.00,44.9,72.8
Location 7,-116.9212,32.5746,755,2021-03-29,0.00,51.5,85.3
Location 7,-116.9212,32.5746,755,2021-03-30,0.00,48.5,76.9
Location 7,-116.9212,32.5746,755,2021-03-31,0.00,47.7,68.7
Location 7,-116.9212,32.5746,755,2021-04-01,0.00,56.2,84.7
Location 7,-116.9212,32.5746,755,2021-04-02,0.00,52.3,88.2
Location 7,-116.9212,32.5746,755,2021-04-03,0.00,49.6,71.4
Location 7,-116.9212,32.5746,755,2021-04-04,0.00,48.6,72.7
Location 7,-116.9212,32.5746,755,2021-04-05,0.00,49.0,79.9
Location 7,-116.9212,32.5746,755,2021-04-06,0.00,50.4,68.8
Location 7,-116.9212,32.5746,755,2021-04-07,0.00,49.7,69.1
Location 7,-116.9212,32.5746,755,2021-04-08,0.00,51.5,77.6
Location 7,-116.9212,32.5746,755,2021-04-09,0.00,49.8,71.5
Location 7,-116.9212,32.5746,755,2021-04-10,0.00,50.5,71.1
Location 7,-116.9212,32.5746,755,2021-04-11,0.00,51.7,72.3
Location 7,-116.9212,32.5746,755,2021-04-12,0.00,52.9,68.5
Location 7,-116.9212,32.5746,755,2021-04-13,0.00,54.1,66.7
Location 7,-116.9212,32.5746,755,2021-04-14,0.00,49.2,57.2
Location 7,-116.9212,32.5746,755,2021-04-15,0.00,47.0,60.8
Location 7,-116.9212,32.5746,755,2021-04-16,0.00,45.3,63.5
Location 7,-116.9212,32.5746,755,2021-04-17,0.00,50.0,68.5
Location 7,-116.9212,32.5746,755,2021-04-18,0.00,50.7,67.7
Location 7,-116.9212,32.5746,755,2021-04-19,0.00,50.9,81.8
Location 7,-116.9212,32.5746,755,2021-04-20,0.00,51.3,83.0
Location 7,-116.9212,32.5746,755,2021-04-21,0.00,50.9,68.8
Location 7,-116.9212,32.5746,755,2021-04-22,0.02,51.7,59.3
Location 7,-116.9212,32.5746,755,2021-04-23,0.04,52.1,57.3
Location 7,-116.9212,32.5746,755,2021-04-24,0.00,51.4,60.4
Location 7,-116.9212,32.5746,755,2021-04-25,0.00,51.6,66.5
Location 7,-116.9212,32.5746,755,2021-04-26,0.00,52.6,65.8
Location 7,-116.9212,32.5746,755,2021-04-27,0.12,51.1,59.0
Location 7,-116.9212,32.5746,755,2021-04-28,0.00,47.9,61.5
Location 7,-116.9212,32.5746,755,2021-04-29,0.00,46.7,73.0
Location 7,-116.9212,32.5746,755,2021-04-30,0.00,54.1,85.7
Location 7,-116.9212,32.5746,755,2021-05-01,0.00,56.1,90.7
Location 7,-116.9212,32.5746,755,2021-05-02,0.00,53.7,73.6
Location 7,-116.9212,32.5746,755,2021-05-03,0.03,54.5,62.3
Location 7,-116.9212,32.5746,755,2021-05-04,0.00,53.9,71.7
Location 7,-116.9212,32.5746,755,2021-05-05,0.00,54.1,75.7
Location 7,-116.9212,32.5746,755,2021-05-06,0.00,53.7,78.1
Location 7,-116.9212,32.5746,755,2021-05-07,0.00,53.9,68.4
Location 7,-116.9212,32.5746,755,2021-05-08,0.00,54.8,68.1
Location 7,-116.9212,32.5746,755,2021-05-09,0.00,54.2,67.7
Location 7,-116.9212,32.5746,755,2021-05-10,0.00,54.7,70.0
Location 7,-116.9212,32.5746,755,2021-05-11,0.00,53.5,66.7
Location 7,-116.9212,32.5746,755,2021-05-12,0.00,53.6,68.6
Location 7,-116.9212,32.5746,755,2021-05-13,0.00,54.9,71.4
Location 7,-116.9212,32.5746,755,2021-05-14,0.00,55.0,72.3
Location 7,-116.9212,32.5746,755,2021-05-15,0.00,55.6,70.4
Location 7,-116.9212,32.5746,755,2021-05-16,0.00,55.2,66.9
Location 7,-116.9212,32.5746,755,2021-05-17,0.00,54.4,60.6
Location 7,-116.9212,32.5746,755,2021-05-18,0.00,54.9,64.3
Location 7,-116.9212,32.5746,755,2021-05-19,0.00,56.0,68.9
Location 7,-116.9212,32.5746,755,2021-05-20,0.00,56.1,71.8
Location 7,-116.9212,32.5746,755,2021-05-21,0.00,53.2,65.7
Location 7,-116.9212,32.5746,755,2021-05-22,0.00,49.5,64.0
Location 7,-116.9212,32.5746,755,2021-05-23,0.00,47.7,63.8
Location 7,-116.9212,32.5746,755,2021-05-24,0.00,47.7,73.0
Location 7,-116.9212,32.5746,755,2021-05-25,0.00,52.5,80.3
Location 7,-116.9212,32.5746,755,2021-05-26,0.00,57.4,80.6
Location 7,-116.9212,32.5746,755,2021-05-27,0.00,53.7,73.8
Location 7,-116.9212,32.5746,755,2021-05-28,0.00,53.3,69.3
Location 7,-116.9212,32.5746,755,2021-05-29,0.00,53.9,70.7
Location 7,-116.9212,32.5746,755,2021-05-30,0.00,55.1,67.2
Location 7,-116.9212,32.5746,755,2021-05-31,0.00,54.4,68.5
Location 7,-116.9212,32.5746,755,2021-06-01,0.00,55.1,71.6
Location 7,-116.9212,32.5746,755,2021-06-02,0.00,55.4,72.1
Location 7,-116.9212,32.5746,755,2021-06-03,0.00,55.3,74.1
Location 7,-116.9212,32.5746,755,2021-06-04,0.00,55.9,72.0
Location 7,-116.9212,32.5746,755,2021-06-05,0.00,55.6,74.5
Location 7,-116.9212,32.5746,755,2021-06-06,0.00,56.8,75.0
Location 7,-116.9212,32.5746,755,2021-06-07,0.00,57.8,70.3
Location 7,-116.9212,32.5746,755,2021-06-08,0.00,57.4,65.5
Location 7,-116.9212,32.5746,755,2021-06-09,0.00,56.8,70.2
Location 7,-116.9212,32.5746,755,2021-06-10,0.00,52.0,71.9
Location 7,-116.9212,32.5746,755,2021-06-11,0.00,51.5,73.8
Location 7,-116.9212,32.5746,755,2021-06-12,0.00,54.1,77.3
Location 7,-116.9212,32.5746,755,2021-06-13,0.00,55.6,78.5
Location 7,-116.9212,32.5746,755,2021-06-14,0.00,56.3,80.2
Location 7,-116.9212,32.5746,755,2021-06-15,0.00,59.2,80.2
Location 7,-116.9212,32.5746,755,2021-06-16,0.00,63.2,95.9
Location 7,-116.9212,32.5746,755,2021-06-17,0.00,61.7,81.7
Location 7,-116.9212,32.5746,755,2021-06-18,0.00,60.5,81.8
Location 7,-116.9212,32.5746,755,2021-06-19,0.00,60.9,76.2
Location 7,-116.9212,32.5746,755,2021-06-20,0.00,60.3,77.9
Location 7,-116.9212,32.5746,755,2021-06-21,0.00,58.3,77.0
Location 7,-116.9212,32.5746,755,2021-06-22,0.00,59.0,76.5
Location 7,-116.9212,32.5746,755,2021-06-23,0.00,62.1,76.4
Location 7,-116.9212,32.5746,755,2021-06-24,0.02,62.3,76.9
Location 7,-116.9212,32.5746,755,2021-06-25,0.00,58.7,75.6
Location 7,-116.9212,32.5746,755,2021-06-26,0.00,58.6,77.5
Location 7,-116.9212,32.5746,755,2021-06-27,0.00,59.0,76.6
Location 7,-116.9212,32.5746,755,2021-06-28,0.00,59.7,77.8
Location 7,-116.9212,32.5746,755,2021-06-29,0.00,60.7,77.4
Location 7,-116.9212,32.5746,755,2021-06-30,0.00,62.1,75.7
Location 7,-116.9212,32.5746,755,2021-07-01,0.00,60.9,76.3
Location 7,-116.9212,32.5746,755,2021-07-02,0.00,61.3,79.5
Location 7,-116.9212,32.5746,755,2021-07-03,0.00,61.8,77.0
Location 7,-116.9212,32.5746,755,2021-07-04,0.00,61.0,78.3
Location 7,-116.9212,32.5746,755,2021-07-05,0.00,61.5,77.1
Location 7,-116.9212,32.5746,755,2021-07-06,0.00,60.5,78.5
Location 7,-116.9212,32.5746,755,2021-07-07,0.00,59.2,76.4
Location 7,-116.9212,32.5746,755,2021-07-08,0.00,60.5,76.6
Location 7,-116.9212,32.5746,755,2021-07-09,0.00,62.6,79.4
Location 7,-116.9212,32.5746,755,2021-07-10,0.00,65.0,81.4
Location 7,-116.9212,32.5746,755,2021-07-11,0.00,64.9,84.9
Location 7,-116.9212,32.5746,755,2021-07-12,0.00,62.9,79.6
Location 7,-116.9212,32.5746,755,2021-07-13,0.00,63.6,78.4
Location 7,-116.9212,32.5746,755,2021-07-14,0.00,65.1,80.6
Location 7,-116.9212,32.5746,755,2021-07-15,0.00,63.8,80.5
Location 7,-116.9212,32.5746,755,2021-07-16,0.00,63.4,80.2
Location 7,-116.9212,32.5746,755,2021-07-17,0.00,63.0,81.1
Location 7,-116.9212,32.5746,755,2021-07-18,0.03,63.4,79.5
Location 7,-116.9212,32.5746,755,2021-07-19,0.00,66.9,84.7
Location 7,-116.9212,32.5746,755,2021-07-20,0.00,65.7,83.7
Location 7,-116.9212,32.5746,755,2021-07-21,0.00,65.4,86.2
Location 7,-116.9212,32.5746,755,2021-07-22,0.00,66.1,84.3
Location 7,-116.9212,32.5746,755,2021-07-23,0.00,63.8,79.9
Location 7,-116.9212,32.5746,755,2021-07-24,0.00,63.7,80.9
Location 7,-116.9212,32.5746,755,2021-07-25,0.00,63.6,76.9
Location 7,-116.9212,32.5746,755,2021-07-26,0.05,64.9,76.2
Location 7,-116.9212,32.5746,755,2021-07-27,0.00,65.0,75.3
Location 7,-116.9212,32.5746,755,2021-07-28,0.00,64.0,80.7
Location 7,-116.9212,32.5746,755,2021-07-29,0.00,64.4,83.0
Location 7,-116.9212,32.5746,755,2021-07-30,0.00,65.0,83.1
Location 7,-116.9212,32.5746,755,2021-07-31,0.00,64.2,81.3
Location 7,-116.9212,32.5746,755,2021-08-01,0.00,63.2,82.3
Location 7,-116.9212,32.5746,755,2021-08-02,0.00,63.0,87.8
Location 7,-116.9212,32.5746,755,2021-08-03,0.00,65.3,91.1
Location 7,-116.9212,32.5746,755,2021-08-04,0.00,63.5,85.0
Location 7,-116.9212,32.5746,755,2021-08-05,0.00,62.9,79.7
Location 7,-116.9212,32.5746,755,2021-08-06,0.00,62.1,80.9
Location 7,-116.9212,32.5746,755,2021-08-07,0.00,60.0,78.0
Location 7,-116.9212,32.5746,755,2021-08-08,0.00,59.9,77.8
Location 7,-116.9212,32.5746,755,2021-08-09,0.00,60.6,78.5
Location 7,-116.9212,32.5746,755,2021-08-10,0.00,61.3,82.9
Location 7,-116.9212,32.5746,755,2021-08-11,0.02,64.3,84.8
Location 7,-116.9212,32.5746,755,2021-08-12,0.00,69.2,88.7
Location 7,-116.9212,32.5746,755,2021-08-13,0.00,68.5,89.8
Location 7,-116.9212,32.5746,755,2021-08-14,0.00,67.3,87.0
Location 7,-116.9212,32.5746,755,2021-08-15,0.00,65.2,84.7
Location 7,-116.9212,32.5746,755,2021-08-16,0.00,65.4,81.3
Location 7,-116.9212,32.5746,755,2021-08-17,0.00,66.4,84.5
Location 7,-116.9212,32.5746,755,2021-08-18,0.00,66.5,79.2
Location 7,-116.9212,32.5746,755,2021-08-19,0.00,67.8,80.0
Location 7,-116.9212,32.5746,755,2021-08-20,0.00,65.6,78.0
Location 7,-116.9212,32.5746,755,2021-08-21,0.00,65.3,73.4
Location 7,-116.9212,32.5746,755,2021-08-22,0.00,62.9,75.6
Location 7,-116.9212,32.5746,755,2021-08-23,0.00,65.1,75.4
Location 7,-116.9212,32.5746,755,2021-08-24,0.00,60.7,77.8
Location 7,-116.9212,32.5746,755,2021-08-25,0.00,60.2,80.1
Location 7,-116.9212,32.5746,755,2021-08-26,0.00,64.5,85.4
Location 7,-116.9212,32.5746,755,2021-08-27,0.00,67.8,90.5
Location 7,-116.9212,32.5746,755,2021-08-28,0.00,65.6,87.9
Location 7,-116.9212,32.5746,755,2021-08-29,0.00,65.3,81.2
Location 7,-116.9212,32.5746,755,2021-08-30,0.01,64.6,82.8
Location 7,-116.9212,32.5746,755,2021-08-31,0.00,64.8,79.4
Location 7,-116.9212,32.5746,755,2021-09-01,0.00,64.6,73.6
Location 7,-116.9212,32.5746,755,2021-09-02,0.00,64.7,76.6
Location 7,-116.9212,32.5746,755,2021-09-03,0.00,62.9,76.5
Location 7,-116.9212,32.5746,755,2021-09-04,0.00,61.6,77.7
Location 7,-116.9212,32.5746,755,2021-09-05,0.00,62.6,90.5
Location 7,-116.9212,32.5746,755,2021-09-06,0.00,64.8,83.4
Location 7,-116.9212,32.5746,755,2021-09-07,0.00,64.9,80.7
Location 7,-116.9212,32.5746,755,2021-09-08,0.00,66.2,84.5
Location 7,-116.9212,32.5746,755,2021-09-09,0.00,65.0,88.1
Location 7,-116.9212,32.5746,755,2021-09-10,0.00,68.3,87.1
Location 7,-116.9212,32.5746,755,2021-09-11,0.00,68.2,87.1
Location 7,-116.9212,32.5746,755,2021-09-12,0.00,68.5,91.7
Location 7,-116.9212,32.5746,755,2021-09-13,0.00,65.1,87.5
Location 7,-116.9212,32.5746,755,2021-09-14,0.00,60.6,85.1
Location 7,-116.9212,32.5746,755,2021-09-15,0.00,60.0,79.0
Location 7,-116.9212,32.5746,755,2021-09-16,0.00,58.9,76.1
Location 7,-116.9212,32.5746,755,2021-09-17,0.00,59.5,74.7
Location 7,-116.9212,32.5746,755,2021-09-18,0.00,59.8,75.2
Location 7,-116.9212,32.5746,755,2021-09-19,0.00,58.2,75.5
Location 7,-116.9212,32.5746,755,2021-09-20,0.00,57.4,75.8
Location 7,-116.9212,32.5746,755,2021-09-21,0.00,57.9,77.3
Location 7,-116.9212,32.5746,755,2021-09-22,0.00,65.7,94.4
Location 7,-116.9212,32.5746,755,2021-09-23,0.00,68.3,93.5
Location 7,-116.9212,32.5746,755,2021-09-24,0.00,61.5,82.6
Location 7,-116.9212,32.5746,755,2021-09-25,0.36,61.4,77.8
Location 7,-116.9212,32.5746,755,2021-09-26,0.00,62.6,74.7
Location 7,-116.9212,32.5746,755,2021-09-27,0.00,61.3,68.3
Location 7,-116.9212,32.5746,755,2021-09-28,0.00,60.9,66.7
Location 7,-116.9212,32.5746,755,2021-09-29,0.00,58.7,70.9
Location 7,-116.9212,32.5746,755,2021-09-30,0.00,56.6,73.0
Location 7,-116.9212,32.5746,755,2021-10-01,0.00,54.0,83.3
Location 7,-116.9212,32.5746,755,2021-10-02,0.00,57.4,91.1
Location 7,-116.9212,32.5746,755,2021-10-03,0.00,59.6,94.1
Location 7,-116.9212,32.5746,755,2021-10-04,0.00,62.2,92.0
Location 7,-116.9212,32.5746,755,2021-10-05,0.60,61.2,86.1
Location 7,-116.9212,32.5746,755,2021-10-06,0.00,61.8,76.3
Location 7,-116.9212,32.5746,755,2021-10-07,0.00,62.5,71.7
Location 7,-116.9212,32.5746,755,2021-10-08,0.11,61.3,70.9
Location 7,-116.9212,32.5746,755,2021-10-09,0.02,55.3,68.4
Location 7,-116.9212,32.5746,755,2021-10-10,0.00,51.9,71.5
Location 7,-116.9212,32.5746,755,2021-10-11,0.00,50.7,79.6
Location 7,-116.9212,32.5746,755,2021-10-12,0.00,50.9,68.7
Location 7,-116.9212,32.5746,755,2021-10-13,0.00,45.6,68.7
Location 7,-116.9212,32.5746,755,2021-10-14,0.00,45.6,73.6
Location 7,-116.9212,32.5746,755,2021-10-15,0.00,47.7,75.1
Location 7,-116.9212,32.5746,755,2021-10-16,0.00,53.7,87.8
Location 7,-116.9212,32.5746,755,2021-10-17,0.00,52.2,87.7
Location 7,-116.9212,32.5746,755,2021-10-18,0.00,52.8,75.8
Location 7,-116.9212,32.5746,755,2021-10-19,0.00,45.2,65.0
Location 7,-116.9212,32.5746,755,2021-10-20,0.00,44.5,67.7
Location 7,-116.9212,32.5746,755,2021-10-21,0.00,46.2,71.2
Location 7,-116.9212,32.5746,755,2021-10-22,0.00,48.3,74.7
Location 7,-116.9212,32.5746,755,2021-10-23,0.00,51.9,69.6
Location 7,-116.9212,32.5746,755,2021-10-24,0.00,53.8,67.2
Location 7,-116.9212,32.5746,755,2021-10-25,0.00,52.1,71.2
Location 7,-116.9212,32.5746,755,2021-10-26,0.30,50.8,65.5
Location 7,-116.9212,32.5746,755,2021-10-27,0.00,48.4,67.7
Location 7,-116.9212,32.5746,755,2021-10-28,0.00,49.0,81.2
Location 7,-116.9212,32.5746,755,2021-10-29,0.00,56.0,87.8
Location 7,-116.9212,32.5746,755,2021-10-30,0.00,54.5,80.5
Location 7,-116.9212,32.5746,755,2021-10-31,0.00,54.2,69.7
Location 7,-116.9212,32.5746,755,2021-11-01,0.00,53.1,68.5
Location 7,-116.9212,32.5746,755,2021-11-02,0.00,51.9,72.5
Location 7,-116.9212,32.5746,755,2021-11-03,0.00,51.4,68.6
Location 7,-116.9212,32.5746,755,2021-11-04,0.00,52.7,74.6
Location 7,-116.9212,32.5746,755,2021-11-05,0.00,53.5,74.4
Location 7,-116.9212,32.5746,755,2021-11-06,0.00,53.0,75.5
Location 7,-116.9212,32.5746,755,2021-11-07,0.00,52.2,71.4
Location 7,-116.9212,32.5746,755,2021-11-08,0.00,51.3,68.9
Location 7,-116.9212,32.5746,755,2021-11-09,0.00,49.6,67.3
Location 7,-116.9212,32.5746,755,2021-11-10,0.00,50.4,70.1
Location 7,-116.9212,32.5746,755,2021-11-11,0.00,54.7,74.1
Location 7,-116.9212,32.5746,755,2021-11-12,0.00,61.3,87.7
Location 7,-116.9212,32.5746,755,2021-11-13,0.00,63.2,89.6
Location 7,-116.9212,32.5746,755,2021-11-14,0.00,61.5,86.2
Location 7,-116.9212,32.5746,755,2021-11-15,0.00,59.6,87.8
Location 7,-116.9212,32.5746,755,2021-11-16,0.00,54.0,81.9
Location 7,-116.9212,32.5746,755,2021-11-17,0.00,50.6,68.2
Location 7,-116.9212,32.5746,755,2021-11-18,0.00,50.0,67.6
Location 7,-116.9212,32.5746,755,2021-11-19,0.00,50.0,68.0
Location 7,-116.9212,32.5746,755,2021-11-20,0.00,50.2,66.8
Location 7,-116.9212,32.5746,755,2021-11-21,0.00,49.7,66.3
Location 7,-116.9212,32.5746,755,2021-11-22,0.00,55.3,83.3
Location 7,-116.9212,32.5746,755,2021-11-23,0.00,58.3,84.7
Location 7,-116.9212,32.5746,755,2021-11-24,0.00,49.6,69.5
Location 7,-116.9212,32.5746,755,2021-11-25,0.00,48.3,68.7
Location 7,-116.9212,32.5746,755,2021-11-26,0.00,49.8,74.2
Location 7,-116.9212,32.5746,755,2021-11-27,0.00,53.2,79.2
Location 7,-116.9212,32.5746,755,2021-11-28,0.00,51.6,76.7
Location 7,-116.9212,32.5746,755,2021-11-29,0.00,51.6,81.4
Location 7,-116.9212,32.5746,755,2021-11-30,0.00,52.2,78.9
Location 7,-116.9212,32.5746,755,2021-12-01,0.00,50.9,73.3
Location 7,-116.9212,32.5746,755,2021-12-02,0.00,50.5,79.2
Location 7,-116.9212,32.5746,755,2021-12-03,0.00,49.7,65.8
Location 7,-116.9212,32.5746,755,2021-12-04,0.00,48.8,65.5
Location 7,-116.9212,32.5746,755,2021-12-05,0.00,49.0,64.2
Location 7,-116.9212,32.5746,755,2021-12-06,0.00,47.9,68.5
Location 7,-116.9212,32.5746,755,2021-12-07,0.00,48.8,67.7
Location 7,-116.9212,32.5746,755,2021-12-08,0.02,50.1,58.3
Location 7,-116.9212,32.5746,755,2021-12-09,0.03,50.5,66.9
Location 7,-116.9212,32.5746,755,2021-12-10,0.31,49.1,58.6
Location 7,-116.9212,32.5746,755,2021-12-11,0.00,46.3,58.8
Location 7,-116.9212,32.5746,755,2021-12-12,0.00,43.8,67.4
Location 7,-116.9212,32.5746,755,2021-12-13,0.00,42.7,64.5
Location 7,-116.9212,32.5746,755,2021-12-14,0.00,44.7,56.5
Location 7,-116.9212,32.5746,755,2021-12-15,1.24,43.9,58.6
Location 7,-116.9212,32.5746,755,2021-12-16,0.00,39.4,55.7
Location 7,-116.9212,32.5746,755,2021-12-17,0.03,38.1,58.5
Location 7,-116.9212,32.5746,755,2021-12-18,0.00,44.1,66.4
Location 7,-116.9212,32.5746,755,2021-12-19,0.00,43.5,68.2
Location 7,-116.9212,32.5746,755,2021-12-20,0.00,42.8,65.1
Location 7,-116.9212,32.5746,755,2021-12-21,0.00,41.6,69.3
Location 7,-116.9212,32.5746,755,2021-12-22,0.00,51.7,66.5
Location 7,-116.9212,32.5746,755,2021-12-23,0.00,50.2,66.5
Location 7,-116.9212,32.5746,755,2021-12-24,0.86,51.4,67.2
Location 7,-116.9212,32.5746,755,2021-12-25,0.41,50.2,58.7
Location 7,-116.9212,32.5746,755,2021-12-26,0.32,49.7,55.3
Location 7,-116.9212,32.5746,755,2021-12-27,0.03,41.6,56.4
Location 7,-116.9212,32.5746,755,2021-12-28,0.35,41.5,53.2
Location 7,-116.9212,32.5746,755,2021-12-29,0.27,45.8,52.4
Location 7,-116.9212,32.5746,755,2021-12-30,0.07,45.6,55.0
Location 7,-116.9212,32.5746,755,2021-12-31,0.01,50.7,63.1

Location 8,-116.9659,32.5917,440,2021-01-01,0.00,42.5,61.3
Location 8,-116.9659,32.5917,440,2021-01-02,0.00,42.6,68.3
Location 8,-116.9659,32.5917,440,2021-01-03,0.00,44.4,65.3
Location 8,-116.9659,32.5917,440,2021-01-04,0.00,42.8,64.7
Location 8,-116.9659,32.5917,440,2021-01-05,0.00,44.9,65.2
Location 8,-116.9659,32.5917,440,2021-01-06,0.00,43.5,61.9
Location 8,-116.9659,32.5917,440,2021-01-07,0.00,45.7,62.9
Location 8,-116.9659,32.5917,440,2021-01-08,0.00,45.2,73.0
Location 8,-116.9659,32.5917,440,2021-01-09,0.00,43.8,69.5
Location 8,-116.9659,32.5917,440,2021-01-10,0.00,44.1,70.7
Location 8,-116.9659,32.5917,440,2021-01-11,0.00,46.3,72.3
Location 8,-116.9659,32.5917,440,2021-01-12,0.00,47.5,72.0
Location 8,-116.9659,32.5917,440,2021-01-13,0.00,46.8,72.3
Location 8,-116.9659,32.5917,440,2021-01-14,0.00,48.6,73.9
Location 8,-116.9659,32.5917,440,2021-01-15,0.00,53.8,85.1
Location 8,-116.9659,32.5917,440,2021-01-16,0.00,57.0,86.8
Location 8,-116.9659,32.5917,440,2021-01-17,0.00,55.8,80.2
Location 8,-116.9659,32.5917,440,2021-01-18,0.00,54.4,81.7
Location 8,-116.9659,32.5917,440,2021-01-19,0.00,49.3,71.5
Location 8,-116.9659,32.5917,440,2021-01-20,0.00,47.4,69.0
Location 8,-116.9659,32.5917,440,2021-01-21,0.03,55.9,68.7
Location 8,-116.9659,32.5917,440,2021-01-22,0.00,49.4,66.9
Location 8,-116.9659,32.5917,440,2021-01-23,0.09,48.6,63.3
Location 8,-116.9659,32.5917,440,2021-01-24,0.38,43.3,55.3
Location 8,-116.9659,32.5917,440,2021-01-25,0.32,43.8,55.9
Location 8,-116.9659,32.5917,440,2021-01-26,0.14,46.1,51.5
Location 8,-116.9659,32.5917,440,2021-01-27,0.00,41.0,54.6
Location 8,-116.9659,32.5917,440,2021-01-28,0.00,41.0,60.1
Location 8,-116.9659,32.5917,440,2021-01-29,0.70,45.2,62.9
Location 8,-116.9659,32.5917,440,2021-01-30,0.35,44.0,57.9
